Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,PitInTimeSeconds,PitOutTimeSeconds,Season,RoundNumber,EventName,SessionName,SessionType,EventDate
0 days 00:45:16.250000,NOR,4,0 days 00:02:16.819000,8.0,2.0,,,0 days 00:00:44.170000,0 days 00:01:03.100000,0 days 00:00:29.549000,0 days 00:43:43.601000,0 days 00:44:46.701000,0 days 00:45:16.250000,147.0,205.0,275.0,268.0,False,SOFT,8.0,False,McLaren,0 days 00:42:59.431000,,1,,,,False,True,136.819,44.17,63.1,29.549,,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 00:46:52.554000,NOR,4,0 days 00:01:36.304000,9.0,2.0,,,0 days 00:00:30.711000,0 days 00:00:41.365000,0 days 00:00:24.228000,0 days 00:45:46.961000,0 days 00:46:28.326000,0 days 00:46:52.554000,232.0,261.0,275.0,304.0,True,SOFT,9.0,False,McLaren,0 days 00:45:16.250000,,1,,,,False,True,96.304,30.711,41.365,24.228,,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 00:48:40.884000,NOR,4,0 days 00:01:48.330000,10.0,2.0,,0 days 00:48:39.115000,0 days 00:00:33.874000,0 days 00:00:45.350000,0 days 00:00:29.106000,0 days 00:47:26.428000,0 days 00:48:11.778000,0 days 00:48:40.884000,186.0,226.0,,263.0,False,SOFT,10.0,False,McLaren,0 days 00:46:52.554000,,1,,,,False,False,108.33,33.874,45.35,29.106,2919.115,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 00:59:49.198000,NOR,4,,11.0,3.0,0 days 00:57:49.272000,,,0 days 00:00:48.168000,0 days 00:00:26.471000,,0 days 00:59:22.810000,0 days 00:59:49.203000,212.0,225.0,276.0,198.0,False,MEDIUM,1.0,True,McLaren,0 days 00:48:40.884000,,12,,,,False,False,,,48.168,26.471,,3469.272,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 01:01:49.906000,NOR,4,0 days 00:02:00.708000,12.0,3.0,,,0 days 00:00:37.571000,0 days 00:00:53.450000,0 days 00:00:29.687000,0 days 01:00:26.769000,0 days 01:01:20.219000,0 days 01:01:49.906000,173.0,186.0,276.0,300.0,False,MEDIUM,2.0,True,McLaren,0 days 00:59:49.198000,,1,,,,False,True,120.708,37.571,53.45,29.687,,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 01:03:37.976000,NOR,4,0 days 00:01:48.070000,13.0,3.0,,,0 days 00:00:30.659000,0 days 00:00:43.964000,0 days 00:00:33.447000,0 days 01:02:20.565000,0 days 01:03:04.529000,0 days 01:03:37.976000,232.0,185.0,244.0,304.0,False,MEDIUM,3.0,True,McLaren,0 days 01:01:49.906000,,1,,,,False,True,108.07,30.659,43.964,33.447,,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 01:05:44.355000,NOR,4,0 days 00:02:06.379000,14.0,3.0,,,0 days 00:00:44.534000,0 days 00:00:53.147000,0 days 00:00:28.698000,0 days 01:04:22.510000,0 days 01:05:15.657000,0 days 01:05:44.355000,168.0,119.0,276.0,219.0,False,MEDIUM,4.0,True,McLaren,0 days 01:03:37.976000,,1,,,,False,True,126.379,44.534,53.147,28.698,,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 01:07:20.743000,NOR,4,0 days 00:01:36.388000,15.0,3.0,,,0 days 00:00:30.791000,0 days 00:00:41.188000,0 days 00:00:24.409000,0 days 01:06:15.146000,0 days 01:06:56.334000,0 days 01:07:20.743000,233.0,260.0,270.0,303.0,False,MEDIUM,5.0,True,McLaren,0 days 01:05:44.355000,,1,,,,False,True,96.388,30.791,41.188,24.409,,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 01:08:59.332000,NOR,4,0 days 00:01:38.589000,16.0,3.0,,,0 days 00:00:31.564000,0 days 00:00:42.313000,0 days 00:00:24.712000,0 days 01:07:52.307000,0 days 01:08:34.620000,0 days 01:08:59.332000,229.0,255.0,272.0,290.0,False,MEDIUM,6.0,True,McLaren,0 days 01:07:20.743000,,1,,,,False,True,98.589,31.564,42.313,24.712,,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 01:10:38.524000,NOR,4,0 days 00:01:39.192000,17.0,3.0,,,0 days 00:00:31.831000,0 days 00:00:42.943000,0 days 00:00:24.418000,0 days 01:09:31.163000,0 days 01:10:14.106000,0 days 01:10:38.524000,231.0,256.0,270.0,281.0,False,MEDIUM,7.0,True,McLaren,0 days 01:08:59.332000,,1,,,,False,True,99.192,31.831,42.943,24.418,,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 01:12:16.884000,NOR,4,0 days 00:01:38.360000,18.0,3.0,,,0 days 00:00:31.902000,0 days 00:00:42.115000,0 days 00:00:24.343000,0 days 01:11:10.426000,0 days 01:11:52.541000,0 days 01:12:16.884000,228.0,253.0,269.0,276.0,False,MEDIUM,8.0,True,McLaren,0 days 01:10:38.524000,,1,,,,False,True,98.36,31.902,42.115,24.343,,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 01:13:55.223000,NOR,4,0 days 00:01:38.339000,19.0,3.0,,,0 days 00:00:31.728000,0 days 00:00:42.312000,0 days 00:00:24.299000,0 days 01:12:48.612000,0 days 01:13:30.924000,0 days 01:13:55.223000,230.0,255.0,270.0,274.0,False,MEDIUM,9.0,True,McLaren,0 days 01:12:16.884000,,1,,,,False,True,98.339,31.728,42.312,24.299,,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 01:15:33.552000,NOR,4,0 days 00:01:38.329000,20.0,3.0,,,0 days 00:00:31.824000,0 days 00:00:42.249000,0 days 00:00:24.256000,0 days 01:14:27.047000,0 days 01:15:09.296000,0 days 01:15:33.552000,231.0,254.0,271.0,273.0,False,MEDIUM,10.0,True,McLaren,0 days 01:13:55.223000,,1,,,,False,True,98.329,31.824,42.249,24.256,,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 01:17:39.259000,NOR,4,0 days 00:02:05.707000,21.0,3.0,,,0 days 00:00:33.573000,0 days 00:00:47.803000,0 days 00:00:44.331000,0 days 01:16:07.125000,0 days 01:16:54.928000,0 days 01:17:39.259000,197.0,195.0,70.0,251.0,False,MEDIUM,11.0,True,McLaren,0 days 01:15:33.552000,,1,,,,False,True,125.707,33.573,47.803,44.331,,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 01:20:22.562000,NOR,4,,22.0,3.0,,0 days 01:20:20.761000,0 days 00:01:14.612000,0 days 00:00:57.765000,0 days 00:00:30.940000,0 days 01:18:53.952000,0 days 01:19:51.697000,0 days 01:20:22.562000,148.0,166.0,,252.0,False,MEDIUM,12.0,True,McLaren,0 days 01:17:39.259000,,1,,,,False,False,,74.612,57.765,30.94,4820.761,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 00:17:52.634000,LAT,6,,1.0,1.0,0 days 00:15:34.774000,0 days 00:17:50.856000,,0 days 00:00:55.753000,0 days 00:00:34.439000,,0 days 00:17:18.376000,0 days 00:17:52.634000,200.0,181.0,,168.0,False,HARD,1.0,True,Williams,0 days 00:15:34.774000,,1,,,,False,False,,,55.753,34.439,1070.856,934.774,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 00:37:03.816000,LAT,6,,2.0,2.0,0 days 00:35:10.965000,,,0 days 00:00:47.766000,0 days 00:00:29.189000,,0 days 00:36:34.787000,0 days 00:37:03.899000,214.0,237.0,277.0,167.0,False,HARD,2.0,False,Williams,0 days 00:35:10.965000,,1,,,,False,False,,,47.766,29.189,,2110.965,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 00:38:42.277000,LAT,6,0 days 00:01:38.461000,3.0,2.0,,,0 days 00:00:31.424000,0 days 00:00:42.747000,0 days 00:00:24.290000,0 days 00:37:35.240000,0 days 00:38:17.987000,0 days 00:38:42.277000,233.0,253.0,278.0,306.0,True,HARD,3.0,False,Williams,0 days 00:37:03.816000,,1,,,,False,True,98.461,31.424,42.747,24.29,,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 00:40:20.060000,LAT,6,0 days 00:01:37.783000,4.0,2.0,,,0 days 00:00:30.927000,0 days 00:00:42.776000,0 days 00:00:24.080000,0 days 00:39:13.204000,0 days 00:39:55.980000,0 days 00:40:20.060000,227.0,251.0,280.0,310.0,True,HARD,4.0,False,Williams,0 days 00:38:42.277000,,1,,,,False,True,97.783,30.927,42.776,24.08,,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 00:41:58.057000,LAT,6,0 days 00:01:37.997000,5.0,2.0,,,0 days 00:00:31.113000,0 days 00:00:42.757000,0 days 00:00:24.127000,0 days 00:40:51.173000,0 days 00:41:33.930000,0 days 00:41:58.057000,230.0,256.0,280.0,302.0,False,HARD,5.0,False,Williams,0 days 00:40:20.060000,,1,,,,False,True,97.997,31.113,42.757,24.127,,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 00:44:01.617000,LAT,6,0 days 00:02:03.560000,6.0,2.0,,0 days 00:43:59.889000,0 days 00:00:38.220000,0 days 00:00:54.199000,0 days 00:00:31.141000,0 days 00:42:36.277000,0 days 00:43:30.476000,0 days 00:44:01.617000,174.0,234.0,,199.0,False,HARD,6.0,False,Williams,0 days 00:41:58.057000,,1,,,,False,False,123.56,38.22,54.199,31.141,2639.889,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 00:56:37.120000,LAT,6,,7.0,3.0,0 days 00:54:43.234000,,,0 days 00:00:47.440000,0 days 00:00:29.556000,,0 days 00:56:07.620000,0 days 00:56:37.120000,226.0,224.0,282.0,182.0,False,SOFT,1.0,True,Williams,0 days 00:44:01.617000,,12,,,,False,False,,,47.44,29.556,,3283.234,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
0 days 00:58:12.764000,LAT,6,0 days 00:01:35.644000,8.0,3.0,,,0 days 00:00:30.217000,0 days 00:00:41.716000,0 days 00:00:23.711000,0 days 00:57:07.337000,0 days 00:57:49.053000,0 days 00:58:12.764000,237.0,264.0,284.0,309.0,True,SOFT,2.0,True,Williams,0 days 00:56:37.120000,,1,,,,False,True,95.644,30.217,41.716,23.711,,,2022,1,Bahrain Grand Prix,Practice 1,"{'Meeting': {'Key': 1124, 'Name': 'Bahrain Grand Prix', 'OfficialName': 'FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2022', 'Location': 'Sakhir', 'Country': {'Key': 36, 'Code': 'BRN', 'Name': 'Bahrain'}, 'Circuit': {'Key': 63, 'ShortName': 'Sakhir'}}, 'ArchiveStatus': {'Status': 'Generating'}, 'Key': 6979, 'Type': 'Practice', 'Number': 1, 'Name': 'Practice 1', 'StartDate': datetime.datetime(2022, 3, 18, 15, 0), 'EndDate': datetime.datetime(2022, 3, 18, 16, 0), 'GmtOffset': datetime.timedelta(seconds=10800), 'Path': '2022/2022-03-20_Bahrain_Grand_Prix/2022-03-18_Practice_1/'}",2022-03-20 00:00:00
